quartil,periodo,grupo_origem,alvo,peso,n,pct_da_origem
Q2,pos,5,G6,94420.92853934,317,0.37490422927289346
Q2,pos,5,G7,691169.06432373,1257,2.744330196346173
Q2,pos,5,G8,307741.26398971,557,1.221906024186772
Q2,pos,5,G9,2058548.03599284,4411,8.17359431636573
Q2,pos,6,Desocupado,417099.07622105,1291,1.3077341918747791
Q2,pos,6,Fora da força de trabalho,3491259.3012235602,15014,10.946174233412222
Q2,pos,6,G0,3145.60976085,16,0.0098624563636734
Q2,pos,6,G1,173812.01266161,569,0.5449542443860443
Q2,pos,6,G2,93611.79109206,261,0.29350182475313646
Q2,pos,6,G3,144002.31681102,345,0.4514916578313228
Q2,pos,6,G4,68803.01551746,198,0.21571866500272185
Q2,pos,6,G5,581767.97294245,1838,1.8240219490472405
Q2,pos,6,G6,22637596.83512993,93981,70.9758450471525
Q2,pos,6,G7,568745.65597826,2026,1.783192970700434
Q2,pos,6,G8,525970.56708815,1728,1.6490798798518842
Q2,pos,6,G9,3188975.99578701,11258,9.998422879624032
Q2,pos,7,Desocupado,709451.86065993,1322,2.049854644751047
Q2,pos,7,Fora da força de trabalho,2280221.0439915,5258,6.588356387898121
Q2,pos,7,G0,9043.12431352,16,0.026128750102772227
Q2,pos,7,G1,297575.0738194,544,0.8597985022738905
Q2,pos,7,G2,400410.64896219,666,1.1569264584343124
Q2,pos,7,G3,1593680.46721862,2720,4.6047004583768745
Q2,pos,7,G4,461019.21793929,790,1.3320458196181086
Q2,pos,7,G5,2270005.81456002,4291,6.5588410160195565
Q2,pos,7,G6,186993.67890192,692,0.5402901627174997
Q2,pos,7,G7,23361454.00910602,44339,67.49941421558758
Q2,pos,7,G8,1843354.55029228,3327,5.326096239038343
Q2,pos,7,G9,1196652.35954182,2455,3.457547345181898
Q2,pos,8,Desocupado,1040092.29693032,1916,2.0460639960732236
Q2,pos,8,Fora da força de trabalho,2143523.3065439,4790,4.216727568512243
Q2,pos,8,G0,19736.071173829998,38,0.038824693512192664
Q2,pos,8,G1,245751.57166488,432,0.4834411756013666
Q2,pos,8,G2,292498.63635977,508,0.5754017509047409
Q2,pos,8,G3,812489.23807365,1382,1.5983244776697278
Q2,pos,8,G4,737001.57579007,1238,1.4498255527166137
Q2,pos,8,G5,1636741.045413,3051,3.219788218601857
Q2,pos,8,G6,291590.3259409,922,0.5736149275134004
Q2,pos,8,G7,2912584.78797311,5133,5.729621195898141
Q2,pos,8,G8,38256837.05823871,70317,75.25864496787645
Q2,pos,8,G9,2444964.70601776,4729,4.809721475120043
Q2,pos,9,Desocupado,491175.36005754,992,3.3492516369102106
Q2,pos,9,Fora da força de trabalho,805506.33586945,1839,5.492627752410575
Q2,pos,9,G0,4802.60241891,13,0.032748230715561384
Q2,pos,9,G1,100408.08947437,190,0.6846678098666529
Q2,pos,9,G2,72607.41220022,132,0.4950991314688775
Q2,pos,9,G3,257420.01460719,444,1.7553087459346108
Q2,pos,9,G4,810698.48734152,1402,5.528032260109983
Q2,pos,9,G5,1291619.46463444,2452,8.807360787978478
Q2,pos,9,G6,125974.49386724,348,0.8590013142034689
Q2,pos,9,G7,615267.91370661,1186,4.195420281014889
Q2,pos,9,G8,978764.60383506,1941,6.674050080933057
Q2,pos,9,G9,9110982.36242007,17773,62.126431968453645
Q2,pre,2,Desocupado,6624.98962642,6,4.954429693922625
Q2,pre,2,Fora da força de trabalho,11366.58916283,31,8.500385667377332
Q2,pre,2,G1,1461.35273502,2,1.0928574672486786
Q2,pre,2,G2,71820.10342872,120,53.70991852256319
Q2,pre,2,G3,5899.13283624,7,4.411605231154906
Q2,pre,2,G4,488.82448479000004,2,0.36556231467923345
Q2,pre,2,G5,4364.80956871,13,3.2641775089420317
Q2,pre,2,G7,24024.35010135,46,17.966360738838027
Q2,pre,2,G8,1178.16406298,3,0.8810777596786814
Q2,pre,2,G9,6490.19521829,8,4.853625095595296
Q2,pre,3,Desocupado,120980.44730566,234,2.215736589719383
Q2,pre,3,Fora da força de trabalho,176214.60363809,399,3.2273408936680927
Q2,pre,3,G0,2807.59221766,8,0.0514205803022321
Q2,pre,3,G1,19712.77150309,47,0.3610361019233114
Q2,pre,3,G2,161994.90504008,383,2.9669095001653996
Q2,pre,3,G3,4450782.27535609,9342,81.51533045224244
Q2,pre,3,G4,123993.55104813,294,2.2709210791099994
Q2,pre,3,G5,264299.88068075,529,4.8406079604188
Q2,pre,3,G6,6931.571835299999,20,0.12695057492173784
Q2,pre,3,G7,41554.72337517,91,0.7610677849901111
Q2,pre,3,G8,41025.31569344,79,0.751371772143308
Q2,pre,3,G9,49757.85206951,107,0.9113067103951734
Q2,pre,4,Desocupado,122251.32091493,185,3.197285435698371
Q2,pre,4,Fora da força de trabalho,85081.08360778,175,2.225158038675792
Q2,pre,4,G0,859.76983971,4,0.02248588862667898
Q2,pre,4,G1,62373.90304687,113,1.631288482503951
Q2,pre,4,G2,37117.01081061,69,0.970735344152255
Q2,pre,4,G3,176625.63654101,306,4.619357656482862
Q2,pre,4,G4,2452154.0802463,4234,64.13212117614296
Q2,pre,4,G5,186004.99374182,377,4.864659563651867
Q2,pre,4,G6,10257.15915613,24,0.2682593965946222
Q2,pre,4,G7,150710.59792844,256,3.941591764863674
Q2,pre,4,G8,160395.05169811,306,4.1948729789947405
Q2,pre,4,G9,379766.73382443,742,9.932184273612233
Q2,pre,5,Desocupado,630021.12919721,1273,4.277926256877291
Q2,pre,5,Fora da força de trabalho,984875.67803122,2488,6.687435274080708
Q2,pre,5,G0,40815.69504722,84,0.27714393286727895
Q2,pre,5,G1,192051.61886239,444,1.3040557291373565
Q2,pre,5,G2,120537.41322658,245,0.8184648753528475
Q2,pre,5,G3,410405.65654858,857,2.786708338428706
Q2,pre,5,G4,308870.15831091,627,2.0972689628485224
Q2,pre,5,G5,10331109.68227202,22193,70.14959233000023
Q2,pre,5,G6,66519.38267706,223,0.45167534953639393
Q2,pre,5,G7,396946.49306962,849,2.6953188497688356
Q2,pre,5,G8,156344.17369567,319,1.061597484222046
Q2,pre,5,G9,1088758.40141991,2509,7.392812616879778
Q2,pre,6,Desocupado,424232.42648919,1427,1.9450955290413194
Q2,pre,6,Fora da força de trabalho,2428133.48360932,11263,11.132933948424519
Q2,pre,6,G0,2776.12216864,18,0.012728453746408163
Q2,pre,6,G1,134006.25000775,436,0.6144154512439413
Q2,pre,6,G2,54333.0925736,157,0.24911592995965956
Q2,pre,6,G3,62689.24806874,198,0.2874287030498256
Q2,pre,6,G4,51242.45342588,154,0.23494542338650531
Q2,pre,6,G5,391330.26991139,1391,1.7942399280564498
Q2,pre,6,G6,15437242.49667636,66402,70.77938763310675
Q2,pre,6,G7,370194.2612933,1361,1.6973318340546513
Q2,pre,6,G8,341858.32359266,1256,1.5674122374108224
Q2,pre,6,G9,2112326.16123149,8187,9.684964928519152
Q2,pre,7,Desocupado,638615.28961749,1340,3.0501646531159907
Q2,pre,7,Fora da força de trabalho,1389548.98308385,3641,6.636786279442615
Q2,pre,7,G0,8827.60269409,13,0.042162538459410204
Q2,pre,7,G1,247359.42545703,489,1.1814420800917969
Q2,pre,7,G2,203387.5984027,379,0.9714231300375614
Q2,pre,7,G3,890650.96694834,1671,4.25394152287926
Q2,pre,7,G4,275940.04459413,507,1.3179492944874438
Q2,pre,7,G5,1314327.6119584,2989,6.277512752648114
Q2,pre,7,G6,121783.25846864001,468,0.5816631646023169
Q2,pre,7,G7,13916538.7675233,29114,66.46839706553655
Q2,pre,7,G8,1185115.50983912,2384,5.660367825104794
Q2,pre,7,G9,744980.87811989,1709,3.558189693594157
Q2,pre,8,Desocupado,789145.25989872,1604,2.9650296642696063
Q2,pre,8,Fora da força de trabalho,1037410.75641624,2777,3.8978294911145954
Q2,pre,8,G0,12068.746008,22,0.04534550448778972
Q2,pre,8,G1,152861.79098889,320,0.5743426056612299
Q2,pre,8,G2,143013.97355281,272,0.5373417234281715
Q2,pre,8,G3,380979.98524488,722,1.4314436329365305
Q2,pre,8,G4,371259.5859662,674,1.3949214947771629
Q2,pre,8,G5,857901.79052417,1756,3.2233663270823385
Q2,pre,8,G6,215492.37091375,709,0.8096624343470812
Q2,pre,8,G7,1601540.30471432,3284,6.017414984676949
Q2,pre,8,G8,19706541.87007424,40059,74.04274497250381
Q2,pre,8,G9,1346871.75211277,2931,5.060557164714741
Q2,pre,9,Desocupado,401467.31622555,864,5.0047837138437306
Q2,pre,9,Fora da força de trabalho,404241.69116244,1069,5.039369708616073
Q2,pre,9,G0,5344.45607724,11,0.06662521618496232
Q2,pre,9,G1,82350.40855725,148,1.026599095165577
Q2,pre,9,G2,42214.12165813,92,0.5262509301009475
Q2,pre,9,G3,120869.82581968,241,1.5067909922151823
Q2,pre,9,G4,388742.39858441,759,4.846151969747778
Q2,pre,9,G5,667957.4660057,1465,8.326911089139617
Q2,pre,9,G6,79878.50740813,245,0.9957838080591241
Q2,pre,9,G7,304287.9531601,694,3.793323468052697
Q2,pre,9,G8,501192.257008,1046,6.247977715747571
Q2,pre,9,G9,5023125.24650173,10706,62.61943229312674
Q3,pos,1,Desocupado,59595.86276346,103,0.7250939394109264
Q3,pos,1,Fora da força de trabalho,178699.01540868,397,2.1742041652424744
Q3,pos,1,G0,1629.4587009900001,4,0.019825380048573933
Q3,pos,1,G1,4405435.57636564,8372,53.60027506551279
Q3,pos,1,G2,321082.73852307,531,3.9065656063509016
Q3,pos,1,G3,402720.09611458,712,4.899835113230505
Q3,pos,1,G4,308764.32023423,595,3.75668925537301
Q3,pos,1,G5,1792261.52205324,3504,21.80617759723087
Q3,pos,1,G6,134879.90292907,493,1.641063584403164
Q3,pos,1,G7,319940.78057324,581,3.8926715749519376
Q3,pos,1,G8,142134.51060942,278,1.7293293098731366
Q3,pos,1,G9,151910.26158722,330,1.8482694083717077
Q3,pos,2,Desocupado,228096.7678044,429,1.0189705027776654
Q3,pos,2,Fora da força de trabalho,541346.65054142,1180,2.4183432057758214
Q3,pos,2,G0,19085.87025449,40,0.08526179040750008
Q3,pos,2,G1,310157.70207699,589,1.3855590882233422
Q3,pos,2,G2,19036856.90215499,35223,85.04283438829663
Q3,pos,2,G3,912517.31155491,1630,4.076463830236238
Q3,pos,2,G4,214742.53632264,429,0.9593135067660112
Q3,pos,2,G5,788290.09739154,1527,3.5215069665630647
Q3,pos,2,G6,33811.62804397,95,0.1510457686855084
Q3,pos,2,G7,125203.91157071,233,0.559320037504169
Q3,pos,2,G8,83391.85407168,130,0.3725341673576417
Q3,pos,2,G9,91520.43298263,190,0.4088467474063927
Q3,pos,3,Desocupado,426076.30968067,744,1.4958222436565647
Q3,pos,3,Fora da força de trabalho,950340.40331389,1833,3.3363514516633526
Q3,pos,3,G0,38950.736832739996,75,0.1367439992260823
Q3,pos,3,G1,637813.3179792,1067,2.2391654420981952
Q3,pos,3,G2,1824125.18294163,3078,6.403939768214666
Q3,pos,3,G3,18517449.75490383,34224,65.00904323907915
Q3,pos,3,G4,1044091.33549286,1867,3.665482000653374
Q3,pos,3,G5,1394246.16420196,2574,4.894767388285871
Q3,pos,3,G6,87318.99799316999,222,0.3065500158642409
Q3,pos,3,G7,2238979.47934115,3837,7.860364991424039
Q3,pos,3,G8,757991.38628432,1272,2.661073498674268
Q3,pos,3,G9,567038.22424377,1069,1.9906959611601953
Q3,pos,4,Desocupado,38494.96672681,69,2.5919399412096595
Q3,pos,4,Fora da força de trabalho,73801.68944262,164,4.9692092982601155
Q3,pos,4,G0,423.32282828999996,2,0.028503137941577182
Q3,pos,4,G1,44486.88731254,89,2.9953874464621717
Q3,pos,4,G2,70070.25624614,125,4.7179647444318284
Q3,pos,4,G3,108467.90254496,197,7.303351914569024
Q3,pos,4,G4,868078.28444081,1717,58.449375823771454
Q3,pos,4,G5,104182.96919098,209,7.014839133549598
Q3,pos,4,G6,2661.6385593699997,6,0.17921322909704276
Q3,pos,4,G7,73841.2949187,110,4.97187601092598
Q3,pos,4,G8,43067.68528494,66,2.899829851982677
Q3,pos,4,G9,57602.83660078,108,3.878509467798877
Q3,pos,5,Desocupado,2647716.48925009,4972,2.4493237834533437
Q3,pos,5,Fora da força de trabalho,7346207.46160606,16221,6.795758053004514
Q3,pos,5,G0,38934.77995668,81,0.03601740705192673
Q3,pos,5,G1,2412301.15817001,4590,2.231548061715366
Q3,pos,5,G2,2112352.05330464,3991,1.9540740650261008
Q3,pos,5,G3,2273112.25762377,4013,2.102788549175114
Q3,pos,5,G4,2886991.12283864,5353,2.6706696311696563
Q3,pos,5,G5,80058591.74760523,154680,74.05982235383868
Q3,pos,5,G6,363026.94373757,1107,0.3358254295506722
Q3,pos,5,G7,2860772.42575607,5484,2.646415494219485
Q3,pos,5,G8,1403550.10369056,2545,1.298382460582615
Q3,pos,5,G9,3696340.54385307,7378,3.419374711212534
Q3,pos,7,Desocupado,31142.61500454,55,1.2772466854828333
Q3,pos,7,Fora da força de trabalho,74423.01439682,129,3.0522982237722203
Q3,pos,7,G1,49636.336089720004,82,2.03572647129551
Q3,pos,7,G2,97769.79724731,139,4.009815792805157
Q3,pos,7,G3,200131.18169154,300,8.207945557558931
Q3,pos,7,G4,115607.17048253,171,4.741376897711848
Q3,pos,7,G5,83367.93968987,153,3.419154898485444
Q3,pos,7,G6,4677.94661856,7,0.1918558159791772
Q3,pos,7,G7,1495534.04932672,2287,61.336079428487544
Q3,pos,7,G8,163415.11253389,245,6.702115760390951
Q3,pos,7,G9,122556.40052297,208,5.02638446803039
Q3,pos,8,Desocupado,45879.74346951,100,1.4111860627909458
Q3,pos,8,Fora da força de trabalho,89494.58996862,212,2.7527075896323825
Q3,pos,8,G0,1480.4480783600002,2,0.04553616774809711
Q3,pos,8,G1,17122.86420371,27,0.5266713693679597
Q3,pos,8,G2,26877.37375563,36,0.8267041700783353
Q3,pos,8,G3,20587.40351105,43,0.6332349465544522
Q3,pos,8,G4,27813.2461715,54,0.8554900788466334
Q3,pos,8,G5,79854.60115356,160,2.456197259963389
Q3,pos,8,G6,15001.75040215,44,0.4614293691300067
Q3,pos,8,G7,33892.37157603,71,1.0424740590542003
Q3,pos,8,G8,2860168.78000408,5649,87.97412571092231
Q3,pos,8,G9,32974.54516357,74,1.0142432159112842
Q3,pre,1,Desocupado,80132.12262999,127,1.5341029689222898
Q3,pre,1,Fora da força de trabalho,126104.04478531,302,2.414220204692931
Q3,pre,1,G0,1187.99279601,2,0.022743728926695732
Q3,pre,1,G1,2806347.07171441,5722,53.726585958827336
Q3,pre,1,G2,185135.17460851,351,3.54435164946656
Q3,pre,1,G3,216022.07469849,399,4.135671130015436
Q3,pre,1,G4,157583.51287598,351,3.01688420351127
Q3,pre,1,G5,1152386.81412865,2453,22.06206418697836
Q3,pre,1,G6,95012.90685371,345,1.8189906582564677
Q3,pre,1,G7,205314.0496758,423,3.930669534657035
Q3,pre,1,G8,91521.41486237,190,1.7521471995524491
Q3,pre,1,G9,106639.01108279,275,2.0415685761931694
Q3,pre,2,Desocupado,170072.29441355,358,1.505891836421985
Q3,pre,2,Fora da força de trabalho,259437.64469677,610,2.2971703448618075
Q3,pre,2,G0,6425.40950061,16,0.05689328615223267
Q3,pre,2,G1,194225.10028232,366,1.7197509679747371
Q3,pre,2,G2,9641253.42335316,19161,85.36772478531522
Q3,pre,2,G3,393827.7516383,794,3.487117041570827
Q3,pre,2,G4,114007.11472569,234,1.0094670854617633
Q3,pre,2,G5,357246.01689758,797,3.1632069308842983
Q3,pre,2,G6,23113.66472751,62,0.20465813754658782
Q3,pre,2,G7,62447.70681157,121,0.5529383384582865
Q3,pre,2,G8,29765.90456823,60,0.2635598752141148
Q3,pre,2,G9,41970.14522814,99,0.3716213701381434
Q3,pre,3,Desocupado,362456.21986081,702,2.327860331893941
Q3,pre,3,Fora da força de trabalho,525494.09375457,1183,3.3749644466456687
Q3,pre,3,G0,21862.95413259,57,0.14041393380645306
Q3,pre,3,G1,406513.99205585,704,2.6108195821003206
Q3,pre,3,G2,847760.20879698,1579,5.444705464771617
Q3,pre,3,G3,10095131.81238398,20400,64.83557352199314
Q3,pre,3,G4,510198.75706468,1077,3.2767307687768485
Q3,pre,3,G5,764387.39798034,1560,4.909246977859502
Q3,pre,3,G6,42016.07870234,131,0.2698465567799363
Q3,pre,3,G7,1311104.27461946,2409,8.420513884505205
Q3,pre,3,G8,373564.09592071,711,2.399200214159903
Q3,pre,3,G9,309869.50849409,638,1.990124316707464
Q3,pre,4,Desocupado,33408.60474881,60,3.295808155100624
Q3,pre,4,Fora da força de trabalho,41160.368018529996,113,4.0605310399036085
Q3,pre,4,G0,792.1011984700001,2,0.07814195202735587
Q3,pre,4,G1,52388.62579782,101,5.168215237875813
Q3,pre,4,G2,34233.90246887,74,3.3772249929665215
Q3,pre,4,G3,72769.59002806,150,7.178827432664695
Q3,pre,4,G4,641789.66375758,1329,63.31349733325403
Q3,pre,4,G5,67913.88637643,147,6.69980510251593
Q3,pre,4,G6,2976.08965189,2,0.2935956355782568
Q3,pre,4,G7,32580.4209442,58,3.214106600735259
Q3,pre,4,G8,11666.37504369,30,1.150905112576588
Q3,pre,4,G9,21989.95394986,55,2.169341404801327
Q3,pre,5,Desocupado,2264936.95502685,4576,3.6247700773719203
Q3,pre,5,Fora da força de trabalho,4057129.30792184,9973,6.4929670041122165
Q3,pre,5,G0,25734.12155956,61,0.04118449018614688
Q3,pre,5,G1,1588320.81998647,3328,2.54192407818501
Q3,pre,5,G2,1021474.49080842,2090,1.634751978797214
Q3,pre,5,G3,1109954.20099307,2228,1.7763535387082077
Q3,pre,5,G4,1522900.33783393,3136,2.4372261502239376
Q3,pre,5,G5,46338164.46964819,97729,74.15888183427528
Q3,pre,5,G6,240584.97677202,842,0.38502847637015064
Q3,pre,5,G7,1626117.23356601,3496,2.6024128739861565
Q3,pre,5,G8,653225.02438439,1409,1.0454112274180323
Q3,pre,5,G9,2036440.74125601,4606,3.259088270365729
Q3,pre,7,Desocupado,34536.61429817,56,2.775128394127361
Q3,pre,7,Fora da força de trabalho,35609.13881533,67,2.8613091996710636
Q3,pre,7,G0,988.14800289,2,0.07940088037424063
Q3,pre,7,G1,31755.5448433,57,2.551660490075776
Q3,pre,7,G2,46369.88155889,79,3.7259695995509574
Q3,pre,7,G3,80227.56642737,129,6.446543823380239
Q3,pre,7,G4,52228.35125296,93,4.196716542311057
Q3,pre,7,G5,58890.570953200004,110,4.732047391433415
Q3,pre,7,G6,1992.17369496,5,0.16007758430478397
Q3,pre,7,G7,762046.58642311,1263,61.23290202602918
Q3,pre,7,G8,70825.22792895,136,5.691035587602052
Q3,pre,7,G9,69035.29225894,131,5.547208481139871
Q3,pre,8,Desocupado,36438.29011821,84,1.9058357119819433
Q3,pre,8,Fora da força de trabalho,50188.79602587,131,2.6250298654842386
Q3,pre,8,G0,254.17839228,2,0.013294319125564289
Q3,pre,8,G1,6736.44801867,17,0.3523371476609225
Q3,pre,8,G2,5827.89031606,16,0.3048167587948966
Q3,pre,8,G3,17074.45344334,30,0.893046930284691
Q3,pre,8,G4,13369.91304048,30,0.6992879648297721
Q3,pre,8,G5,28875.37441143,75,1.5102717380981285
Q3,pre,8,G6,14311.30720164,51,0.7485258024332823
Q3,pre,8,G7,23009.04777336,41,1.203444640319535
Q3,pre,8,G8,1702067.56023579,3610,89.02341822242172
Q3,pre,8,G9,13779.12266119,35,0.7206908985652921
Q4,pos,1,Desocupado,135690.79961973,221,0.8262516069054139
Q4,pos,1,Fora da força de trabalho,293337.79788763,553,1.7861994147723197
Q4,pos,1,G0,8270.63217072,24,0.05036172784250712
Q4,pos,1,G1,9231972.67291083,15216,56.215545027935036
Q4,pos,1,G2,2318705.30092695,3804,14.119114827240088
Q4,pos,1,G3,1475257.04544519,2538,8.983169881920155
Q4,pos,1,G4,1103547.41682693,2083,6.719746873073838
Q4,pos,1,G5,1044657.62554131,1897,6.361153771578158
Q4,pos,1,G6,35056.67457709,100,0.21346792695787947
Q4,pos,1,G7,411409.89082674,740,2.5051667787721392
Q4,pos,1,G8,197496.12121179,353,1.2025980240822505
Q4,pos,1,G9,167053.17805013,297,1.017224138920221
Q4,pos,2,Desocupado,855889.13608463,1571,1.1959160922923657
Q4,pos,2,Fora da força de trabalho,1929285.36692891,3939,2.695750325199038
Q4,pos,2,G0,54822.05575744,90,0.07660171852723345
Q4,pos,2,G1,2385436.61155993,3938,3.333120974006394
Q4,pos,2,G2,57245877.89560862,105602,79.98847479937255
Q4,pos,2,G3,3532311.07851212,5895,4.9356248183030385
Q4,pos,2,G4,2257840.74990579,4178,3.1548339297752266
Q4,pos,2,G5,1908115.45425117,3487,2.6661700464265423
Q4,pos,2,G6,61930.536335849996,166,0.08653425062403958
Q4,pos,2,G7,779460.76308761,1244,1.0891243159730764
Q4,pos,2,G8,264051.62563747,452,0.36895384575203344
Q4,pos,2,G9,292636.49101842,564,0.4088948837484649
Q4,pos,3,Desocupado,394345.19569149,660,1.61300650758316
Q4,pos,3,Fora da força de trabalho,773754.38654776,1565,3.16491965518698
Q4,pos,3,G0,16492.74022013,27,0.06746093928264967
Q4,pos,3,G1,1228763.35463421,2124,5.0260617067471145
Q4,pos,3,G2,2303751.46697514,3836,9.423130162823847
Q4,pos,3,G3,13514761.68284983,23169,55.279990173702394
Q4,pos,3,G4,2970160.16097837,5253,12.148969280128963
Q4,pos,3,G5,1864828.35624425,3199,7.627784760691824
Q4,pos,3,G6,52027.19258171,119,0.21280898340456575
Q4,pos,3,G7,708911.1210123,1195,2.899688557092238
Q4,pos,3,G8,299570.90455886,547,1.2253472942372214
Q4,pos,3,G9,320470.06065641,575,1.310831979119036
Q4,pos,4,Desocupado,1094622.10891757,1966,2.1933850984232355
Q4,pos,4,Fora da força de trabalho,2030324.20808748,4044,4.068328993821179
Q4,pos,4,G0,31421.367092,65,0.06296159906712515
Q4,pos,4,G1,1289754.67828042,2448,2.584388410315727
Q4,pos,4,G2,2407837.94823442,4430,4.824784582779755
Q4,pos,4,G3,3751076.14702648,6889,7.516342358619672
Q4,pos,4,G4,33643532.78414936,62550,67.41433675228623
Q4,pos,4,G5,3288858.56987308,6077,6.590158666824803
Q4,pos,4,G6,54135.51833233,151,0.10847582762874028
Q4,pos,4,G7,693155.76806173,1218,1.3889336969962487
Q4,pos,4,G8,549104.97723082,928,1.1002871810428663
Q4,pos,4,G9,1071781.17864185,1949,2.1476168321944185
Q4,pos,5,Desocupado,387549.95901945,748,2.8305847369876753
Q4,pos,5,Fora da força de trabalho,1538722.9489816,3715,11.238514138563986
Q4,pos,5,G0,1796.46994288,6,0.013121044867709672
Q4,pos,5,G1,136418.90609572,241,0.9963754722309762
Q4,pos,5,G2,402278.2454772,617,2.938157094767739
Q4,pos,5,G3,699537.80133131,1161,5.109279403368347
Q4,pos,5,G4,303248.28489249,487,2.2148627467440742
Q4,pos,5,G5,8426000.53816166,16606,61.54176503466832
Q4,pos,5,G6,140878.36976142,469,1.0289464724169108
Q4,pos,5,G7,609556.73311124,1203,4.45207629343641
Q4,pos,5,G8,321339.23057275,595,2.346995271928129
Q4,pos,5,G9,724188.4017644,1529,5.289322290019728
Q4,pos,7,Desocupado,3844.44618789,9,1.000275708947597
Q4,pos,7,Fora da força de trabalho,8770.48556846,26,2.281968127799689
Q4,pos,7,G1,26514.78345154,55,6.898807401213143
Q4,pos,7,G2,27806.10835032,47,7.234793617557552
Q4,pos,7,G3,13618.668888510001,37,3.5434033958616817
Q4,pos,7,G4,516.0362192800001,2,0.1342660216467332
Q4,pos,7,G5,15998.89627995,27,4.16270810844393
Q4,pos,7,G6,2572.19649282,7,0.6692526165440155
Q4,pos,7,G7,265613.45861364,520,69.10922344489947
Q4,pos,7,G8,7741.30641888,13,2.014188881279598
Q4,pos,7,G9,11342.26671212,26,2.9511126758066055
Q4,pos,9,Desocupado,59403.54974431,104,3.6885126813479916
Q4,pos,9,Fora da força de trabalho,170862.75976067,403,10.609289492968616
Q4,pos,9,G1,2699.9737992200003,7,0.1676480217191769
Q4,pos,9,G2,8140.4646488299995,23,0.5054614954580312
Q4,pos,9,G3,25493.05282587,40,1.5829264250913322
Q4,pos,9,G4,20905.316983110002,42,1.2980626095865044
Q4,pos,9,G5,546435.39300772,1149,33.92951911664854
Q4,pos,9,G6,13212.71105613,39,0.8204097649937232
Q4,pos,9,G7,73520.38688107,131,4.565061861044969
Q4,pos,9,G8,28877.20170306,61,1.7930565621422836
Q4,pos,9,G9,660950.6267872,1306,41.040051968998846
Q4,pre,1,Desocupado,109165.61501415,198,0.9436847309745995
Q4,pre,1,Fora da força de trabalho,190961.26579666,418,1.6507691613016764
Q4,pre,1,G0,6102.00867621,16,0.05274895776721918
Q4,pre,1,G1,6626499.66095623,11423,57.28293244207163
Q4,pre,1,G2,1390949.58081269,2460,12.024096422653914
Q4,pre,1,G3,871020.88487432,1588,7.529560560890323
Q4,pre,1,G4,862920.20726159,1742,7.459534062411931
Q4,pre,1,G5,853822.72737669,1679,7.380890683206713
Q4,pre,1,G6,27084.55090357,85,0.23413303840857141
Q4,pre,1,G7,340652.39679496,639,2.9447776699983397
Q4,pre,1,G8,133718.88029984,292,1.1559360112213237
Q4,pre,1,G9,155119.74138605,303,1.3409362590937615
Q4,pre,2,Desocupado,594627.32396071,1223,1.5888527004064978
Q4,pre,2,Fora da força de trabalho,969338.70034136,2389,2.5900868486623048
Q4,pre,2,G0,26888.09629293,52,0.07184537723435423
Q4,pre,2,G1,1474065.21574598,2539,3.938723304898178
Q4,pre,2,G2,29991154.48858624,59202,80.13679304223713
Q4,pre,2,G3,1553132.12634331,2822,4.149991219023947
Q4,pre,2,G4,1125418.42131529,2238,3.0071340917932097
Q4,pre,2,G5,980838.10142726,1906,2.6208134125657105
Q4,pre,2,G6,33866.73267977,100,0.09049239330911239
Q4,pre,2,G7,356937.95320599,676,0.9537433077434195
Q4,pre,2,G8,169986.03658686,276,0.454205117019271
Q4,pre,2,G9,148696.50518132,306,0.3973191851068717
Q4,pre,3,Desocupado,293523.61266932,557,2.3874608198968827
Q4,pre,3,Fora da força de trabalho,378882.31915387,880,3.081751018616019
Q4,pre,3,G0,7256.54256282,17,0.059023227804724056
Q4,pre,3,G1,679415.32959937,1185,5.526224841349424
Q4,pre,3,G2,956802.69770252,1685,7.7824367599001425
Q4,pre,3,G3,6982131.73741598,12889,56.79122647355436
Q4,pre,3,G4,1418514.12214334,2921,11.537902720293236
Q4,pre,3,G5,877112.9668731,1765,7.13425684560579
Q4,pre,3,G6,26586.07192793,70,0.2162456522855671
Q4,pre,3,G7,371022.66503078,692,3.017822205168365
Q4,pre,3,G8,137101.8404942,294,1.115158230504661
Q4,pre,3,G9,166034.58120539002,341,1.3504912050208255
Q4,pre,4,Desocupado,907250.54350213,1648,3.1454339540835474
Q4,pre,4,Fora da força de trabalho,1018588.90791446,2397,3.5314436118599035
Q4,pre,4,G0,29688.68919034,62,0.10293056499150985
Q4,pre,4,G1,871542.00921083,1772,3.0216326105463556
Q4,pre,4,G2,1190099.20267394,2374,4.126069108063952
Q4,pre,4,G3,1895175.58961269,3863,6.570566081456491
Q4,pre,4,G4,19832408.46153611,39651,68.75887968649431
Q4,pre,4,G5,1765012.18321233,3712,6.119290079470931
Q4,pre,4,G6,33849.06240186,91,0.11735456203940348
Q4,pre,4,G7,392446.58373763,727,1.3606107138689585
Q4,pre,4,G8,271815.76592715,572,0.9423841578558131
Q4,pre,4,G9,635537.1927629,1347,2.203404869268809
Q4,pre,5,Desocupado,496068.47360239,1109,4.994173911544219
Q4,pre,5,Fora da força de trabalho,1188133.39307563,3251,11.961543840999768
Q4,pre,5,G0,3402.54607464,8,0.0342551638393664
Q4,pre,5,G1,98537.54397729,180,0.9920276284952206
Q4,pre,5,G2,172806.35405067,331,1.7397295556432875
